Emotion,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Word,Number of Records
negative, anger,,, fear,,,,, negative,,saber,1
negative, anger,,, fear,,,,, negative,,savage,1
negative, anger,,, fear,,,,, negative,,savagery,1
negative, anger,,, fear,,,,, negative,,scapegoat,1
negative, anger,,, fear,,,,, negative,,sectarian,1
negative, anger,,, fear,,,,, negative,,shoot,1
negative, anger,,, fear,,,,, negative,,shooting,1
negative, anger,,, fear,,,,, negative,,smash,1
negative, anger,,, fear,,,,, negative,,standoff,1
negative, anger,,, fear,,,,, negative,,sting,1
negative, anger,,, fear,,,,, negative,,subversion,1
negative, anger,,, fear,,,,, negative,,suffocation,1
negative, anger,,, fear,,,,, negative,,swastika,1
negative, anger,,, fear,,,,, negative,,talons,1
negative, anger,,, fear,,,,, negative,,teasing,1
negative, anger,,, fear,,,,, negative,,threat,1
negative, anger,,, fear,,,,, negative,,thundering,1
negative, anger,,, fear,,,,, negative,,troll,1
negative, anger,,, fear,,,,, negative,,troublesome,1
negative, anger,,, fear,,,,, negative,,tumultuous,1
negative, anger,,, fear,,,,, negative,,turbulence,1
negative, anger,,, fear,,,,, negative,,ultimatum,1
negative, anger,,, fear,,,,, negative,,usurped,1
negative, anger,,, fear,,,,, negative,,vehement,1
negative, anger,,, fear,,,,, negative,,vengeful,1
negative, anger,,, fear,,,,, negative,,virulence,1
negative, anger,,, fear,,,,, negative,,warlike,1
negative, anger,,, fear,,,,, negative,,wrath,1
anger, anger,,, fear,,,, trust, negative,,counsellor,1
anger, anger,,, fear,,,, trust, negative,,libel,1
anger, anger,,, fear,,,, trust, negative,,mislead,1
anger, anger,,, fear,,,, trust, negative,,warden,1
fear, anger,,, fear,,,, trust, negative,,counsellor,1
fear, anger,,, fear,,,, trust, negative,,libel,1
fear, anger,,, fear,,,, trust, negative,,mislead,1
fear, anger,,, fear,,,, trust, negative,,warden,1
negative, anger,,, fear,,,, trust, negative,,counsellor,1
negative, anger,,, fear,,,, trust, negative,,libel,1
negative, anger,,, fear,,,, trust, negative,,mislead,1
negative, anger,,, fear,,,, trust, negative,,warden,1
trust, anger,,, fear,,,, trust, negative,,counsellor,1
trust, anger,,, fear,,,, trust, negative,,libel,1
trust, anger,,, fear,,,, trust, negative,,mislead,1
trust, anger,,, fear,,,, trust, negative,,warden,1
anger, anger,,, fear,,, surprise,, negative,,ambush,1
anger, anger,,, fear,,, surprise,, negative,,assail,1
anger, anger,,, fear,,, surprise,, negative,,blast,1
anger, anger,,, fear,,, surprise,, negative,,disruption,1
anger, anger,,, fear,,, surprise,, negative,,eruption,1
anger, anger,,, fear,,, surprise,, negative,,frenetic,1
anger, anger,,, fear,,, surprise,, negative,,incendiary,1
anger, anger,,, fear,,, surprise,, negative,,intruder,1
anger, anger,,, fear,,, surprise,, negative,,outcry,1
anger, anger,,, fear,,, surprise,, negative,,raid,1
anger, anger,,, fear,,, surprise,, negative,,riotous,1
anger, anger,,, fear,,, surprise,, negative,,shock,1
anger, anger,,, fear,,, surprise,, negative,,shrill,1
anger, anger,,, fear,,, surprise,, negative,,slam,1
anger, anger,,, fear,,, surprise,, negative,,sneak,1
anger, anger,,, fear,,, surprise,, negative,,tumult,1
anger, anger,,, fear,,, surprise,, negative,,yell,1
anger, anger,,, fear,,, surprise,, negative,,yelp,1
fear, anger,,, fear,,, surprise,, negative,,ambush,1
fear, anger,,, fear,,, surprise,, negative,,assail,1
fear, anger,,, fear,,, surprise,, negative,,blast,1
fear, anger,,, fear,,, surprise,, negative,,disruption,1
fear, anger,,, fear,,, surprise,, negative,,eruption,1
fear, anger,,, fear,,, surprise,, negative,,frenetic,1
fear, anger,,, fear,,, surprise,, negative,,incendiary,1
fear, anger,,, fear,,, surprise,, negative,,intruder,1
fear, anger,,, fear,,, surprise,, negative,,outcry,1
fear, anger,,, fear,,, surprise,, negative,,raid,1
fear, anger,,, fear,,, surprise,, negative,,riotous,1
fear, anger,,, fear,,, surprise,, negative,,shock,1
fear, anger,,, fear,,, surprise,, negative,,shrill,1
fear, anger,,, fear,,, surprise,, negative,,slam,1
fear, anger,,, fear,,, surprise,, negative,,sneak,1
fear, anger,,, fear,,, surprise,, negative,,tumult,1
fear, anger,,, fear,,, surprise,, negative,,yell,1
fear, anger,,, fear,,, surprise,, negative,,yelp,1
negative, anger,,, fear,,, surprise,, negative,,ambush,1
negative, anger,,, fear,,, surprise,, negative,,assail,1
negative, anger,,, fear,,, surprise,, negative,,blast,1
negative, anger,,, fear,,, surprise,, negative,,disruption,1
negative, anger,,, fear,,, surprise,, negative,,eruption,1
negative, anger,,, fear,,, surprise,, negative,,frenetic,1
negative, anger,,, fear,,, surprise,, negative,,incendiary,1
negative, anger,,, fear,,, surprise,, negative,,intruder,1
negative, anger,,, fear,,, surprise,, negative,,outcry,1
negative, anger,,, fear,,, surprise,, negative,,raid,1
negative, anger,,, fear,,, surprise,, negative,,riotous,1
negative, anger,,, fear,,, surprise,, negative,,shock,1
negative, anger,,, fear,,, surprise,, negative,,shrill,1
negative, anger,,, fear,,, surprise,, negative,,slam,1
negative, anger,,, fear,,, surprise,, negative,,sneak,1
negative, anger,,, fear,,, surprise,, negative,,tumult,1
negative, anger,,, fear,,, surprise,, negative,,yell,1
negative, anger,,, fear,,, surprise,, negative,,yelp,1
surprise, anger,,, fear,,, surprise,, negative,,ambush,1
surprise, anger,,, fear,,, surprise,, negative,,assail,1
surprise, anger,,, fear,,, surprise,, negative,,blast,1
surprise, anger,,, fear,,, surprise,, negative,,disruption,1
surprise, anger,,, fear,,, surprise,, negative,,eruption,1
surprise, anger,,, fear,,, surprise,, negative,,frenetic,1
surprise, anger,,, fear,,, surprise,, negative,,incendiary,1
surprise, anger,,, fear,,, surprise,, negative,,intruder,1
surprise, anger,,, fear,,, surprise,, negative,,outcry,1
surprise, anger,,, fear,,, surprise,, negative,,raid,1
surprise, anger,,, fear,,, surprise,, negative,,riotous,1
surprise, anger,,, fear,,, surprise,, negative,,shock,1
surprise, anger,,, fear,,, surprise,, negative,,shrill,1
surprise, anger,,, fear,,, surprise,, negative,,slam,1
surprise, anger,,, fear,,, surprise,, negative,,sneak,1
surprise, anger,,, fear,,, surprise,, negative,,tumult,1
surprise, anger,,, fear,,, surprise,, negative,,yell,1
surprise, anger,,, fear,,, surprise,, negative,,yelp,1
anger, anger,,, fear,, sadness,,, negative,,abandoned,1
anger, anger,,, fear,, sadness,,, negative,,accursed,1
anger, anger,,, fear,, sadness,,, negative,,adversity,1
anger, anger,,, fear,, sadness,,, negative,,agony,1
anger, anger,,, fear,, sadness,,, negative,,anguish,1
anger, anger,,, fear,, sadness,,, negative,,annihilated,1
anger, anger,,, fear,, sadness,,, negative,,annihilation,1
anger, anger,,, fear,, sadness,,, negative,,arraignment,1
anger, anger,,, fear,, sadness,,, negative,,assailant,1
anger, anger,,, fear,, sadness,,, negative,,assassin,1
anger, anger,,, fear,, sadness,,, negative,,assassination,1
anger, anger,,, fear,, sadness,,, negative,,banished,1
anger, anger,,, fear,, sadness,,, negative,,battled,1
anger, anger,,, fear,, sadness,,, negative,,beating,1
anger, anger,,, fear,, sadness,,, negative,,blockade,1
anger, anger,,, fear,, sadness,,, negative,,broken,1
anger, anger,,, fear,, sadness,,, negative,,brute,1
anger, anger,,, fear,, sadness,,, negative,,bugaboo,1
anger, anger,,, fear,, sadness,,, negative,,burial,1
anger, anger,,, fear,, sadness,,, negative,,casualty,1
anger, anger,,, fear,, sadness,,, negative,,chaos,1
anger, anger,,, fear,, sadness,,, negative,,communism,1
anger, anger,,, fear,, sadness,,, negative,,confine,1
anger, anger,,, fear,, sadness,,, negative,,confinement,1
anger, anger,,, fear,, sadness,,, negative,,conflict,1
anger, anger,,, fear,, sadness,,, negative,,constraint,1
anger, anger,,, fear,, sadness,,, negative,,crazy,1
anger, anger,,, fear,, sadness,,, negative,,cross,1
anger, anger,,, fear,, sadness,,, negative,,cursed,1
anger, anger,,, fear,, sadness,,, negative,,damnation,1
anger, anger,,, fear,, sadness,,, negative,,darkness,1
anger, anger,,, fear,, sadness,,, negative,,dashed,1
anger, anger,,, fear,, sadness,,, negative,,delusion,1
anger, anger,,, fear,, sadness,,, negative,,deportation,1
anger, anger,,, fear,, sadness,,, negative,,depressed,1
anger, anger,,, fear,, sadness,,, negative,,destroyed,1
anger, anger,,, fear,, sadness,,, negative,,destroying,1
anger, anger,,, fear,, sadness,,, negative,,devastate,1
anger, anger,,, fear,, sadness,,, negative,,difficulty,1
anger, anger,,, fear,, sadness,,, negative,,disastrous,1
anger, anger,,, fear,, sadness,,, negative,,dispossessed,1
anger, anger,,, fear,, sadness,,, negative,,domination,1
anger, anger,,, fear,, sadness,,, negative,,encumbrance,1
anger, anger,,, fear,, sadness,,, negative,,enmity,1
anger, anger,,, fear,, sadness,,, negative,,executioner,1
anger, anger,,, fear,, sadness,,, negative,,exile,1
anger, anger,,, fear,, sadness,,, negative,,fatal,1
anger, anger,,, fear,, sadness,,, negative,,frightful,1
anger, anger,,, fear,, sadness,,, negative,,fury,1
anger, anger,,, fear,, sadness,,, negative,,gallows,1
anger, anger,,, fear,, sadness,,, negative,,grievous,1
anger, anger,,, fear,, sadness,,, negative,,halter,1
anger, anger,,, fear,, sadness,,, negative,,hurt,1
anger, anger,,, fear,, sadness,,, negative,,hurting,1
anger, anger,,, fear,, sadness,,, negative,,impotence,1
anger, anger,,, fear,, sadness,,, negative,,inequality,1
anger, anger,,, fear,, sadness,,, negative,,inflict,1
anger, anger,,, fear,, sadness,,, negative,,injure,1
anger, anger,,, fear,, sadness,,, negative,,injurious,1
anger, anger,,, fear,, sadness,,, negative,,injury,1
anger, anger,,, fear,, sadness,,, negative,,insecure,1
anger, anger,,, fear,, sadness,,, negative,,invader,1
anger, anger,,, fear,, sadness,,, negative,,irreconcilable,1
anger, anger,,, fear,, sadness,,, negative,,killing,1
anger, anger,,, fear,, sadness,,, negative,,leukemia,1
anger, anger,,, fear,, sadness,,, negative,,loss,1
anger, anger,,, fear,, sadness,,, negative,,militia,1
anger, anger,,, fear,, sadness,,, negative,,mortality,1
anger, anger,,, fear,, sadness,,, negative,,mournful,1
anger, anger,,, fear,, sadness,,, negative,,nether,1
anger, anger,,, fear,, sadness,,, negative,,obliterate,1
anger, anger,,, fear,, sadness,,, negative,,obstacle,1
anger, anger,,, fear,, sadness,,, negative,,oppressor,1
anger, anger,,, fear,, sadness,,, negative,,penalty,1
anger, anger,,, fear,, sadness,,, negative,,pernicious,1
anger, anger,,, fear,, sadness,,, negative,,pessimism,1
anger, anger,,, fear,, sadness,,, negative,,prison,1
anger, anger,,, fear,, sadness,,, negative,,prosecute,1
anger, anger,,, fear,, sadness,,, negative,,psychosis,1
anger, anger,,, fear,, sadness,,, negative,,punishing,1
anger, anger,,, fear,, sadness,,, negative,,punitive,1
anger, anger,,, fear,, sadness,,, negative,,rating,1
anger, anger,,, fear,, sadness,,, negative,,ravenous,1
anger, anger,,, fear,, sadness,,, negative,,reject,1
anger, anger,,, fear,, sadness,,, negative,,rejects,1
anger, anger,,, fear,, sadness,,, negative,,remove,1
anger, anger,,, fear,, sadness,,, negative,,reprisal,1
anger, anger,,, fear,, sadness,,, negative,,resisting,1
anger, anger,,, fear,, sadness,,, negative,,restriction,1
anger, anger,,, fear,, sadness,,, negative,,retribution,1
anger, anger,,, fear,, sadness,,, negative,,revolver,1
anger, anger,,, fear,, sadness,,, negative,,rheumatism,1
anger, anger,,, fear,, sadness,,, negative,,scarcity,1
anger, anger,,, fear,, sadness,,, negative,,scourge,1
anger, anger,,, fear,, sadness,,, negative,,scrapie,1
anger, anger,,, fear,, sadness,,, negative,,shortage,1
anger, anger,,, fear,, sadness,,, negative,,skid,1
anger, anger,,, fear,, sadness,,, negative,,slave,1
anger, anger,,, fear,, sadness,,, negative,,smite,1
anger, anger,,, fear,, sadness,,, negative,,spank,1
anger, anger,,, fear,, sadness,,, negative,,steal,1
anger, anger,,, fear,, sadness,,, negative,,stifled,1
anger, anger,,, fear,, sadness,,, negative,,struggle,1
anger, anger,,, fear,, sadness,,, negative,,suicide,1
anger, anger,,, fear,, sadness,,, negative,,suppress,1
anger, anger,,, fear,, sadness,,, negative,,taunt,1
anger, anger,,, fear,, sadness,,, negative,,terrorize,1
anger, anger,,, fear,, sadness,,, negative,,thresh,1
anger, anger,,, fear,, sadness,,, negative,,torment,1
anger, anger,,, fear,, sadness,,, negative,,traumatic,1
anger, anger,,, fear,, sadness,,, negative,,turmoil,1
anger, anger,,, fear,, sadness,,, negative,,upheaval,1
anger, anger,,, fear,, sadness,,, negative,,vendetta,1
anger, anger,,, fear,, sadness,,, negative,,victim,1
anger, anger,,, fear,, sadness,,, negative,,violence,1
anger, anger,,, fear,, sadness,,, negative,,warfare,1
anger, anger,,, fear,, sadness,,, negative,,witchcraft,1
anger, anger,,, fear,, sadness,,, negative,,wound,1
anger, anger,,, fear,, sadness,,, negative,,wrecked,1
anger, anger,,, fear,, sadness,,, negative,,wrongly,1
fear, anger,,, fear,, sadness,,, negative,,abandoned,1
fear, anger,,, fear,, sadness,,, negative,,accursed,1
fear, anger,,, fear,, sadness,,, negative,,adversity,1
fear, anger,,, fear,, sadness,,, negative,,agony,1
fear, anger,,, fear,, sadness,,, negative,,anguish,1
fear, anger,,, fear,, sadness,,, negative,,annihilated,1
fear, anger,,, fear,, sadness,,, negative,,annihilation,1
fear, anger,,, fear,, sadness,,, negative,,arraignment,1
fear, anger,,, fear,, sadness,,, negative,,assailant,1
fear, anger,,, fear,, sadness,,, negative,,assassin,1
fear, anger,,, fear,, sadness,,, negative,,assassination,1
fear, anger,,, fear,, sadness,,, negative,,banished,1
fear, anger,,, fear,, sadness,,, negative,,battled,1
fear, anger,,, fear,, sadness,,, negative,,beating,1
fear, anger,,, fear,, sadness,,, negative,,blockade,1
fear, anger,,, fear,, sadness,,, negative,,broken,1
fear, anger,,, fear,, sadness,,, negative,,brute,1
fear, anger,,, fear,, sadness,,, negative,,bugaboo,1
fear, anger,,, fear,, sadness,,, negative,,burial,1
fear, anger,,, fear,, sadness,,, negative,,casualty,1
fear, anger,,, fear,, sadness,,, negative,,chaos,1
fear, anger,,, fear,, sadness,,, negative,,communism,1
fear, anger,,, fear,, sadness,,, negative,,confine,1
fear, anger,,, fear,, sadness,,, negative,,confinement,1
fear, anger,,, fear,, sadness,,, negative,,conflict,1
fear, anger,,, fear,, sadness,,, negative,,constraint,1
fear, anger,,, fear,, sadness,,, negative,,crazy,1
fear, anger,,, fear,, sadness,,, negative,,cross,1
fear, anger,,, fear,, sadness,,, negative,,cursed,1
fear, anger,,, fear,, sadness,,, negative,,damnation,1
fear, anger,,, fear,, sadness,,, negative,,darkness,1
fear, anger,,, fear,, sadness,,, negative,,dashed,1
fear, anger,,, fear,, sadness,,, negative,,delusion,1
fear, anger,,, fear,, sadness,,, negative,,deportation,1
fear, anger,,, fear,, sadness,,, negative,,depressed,1
fear, anger,,, fear,, sadness,,, negative,,destroyed,1
fear, anger,,, fear,, sadness,,, negative,,destroying,1
fear, anger,,, fear,, sadness,,, negative,,devastate,1
fear, anger,,, fear,, sadness,,, negative,,difficulty,1
fear, anger,,, fear,, sadness,,, negative,,disastrous,1
fear, anger,,, fear,, sadness,,, negative,,dispossessed,1
fear, anger,,, fear,, sadness,,, negative,,domination,1
fear, anger,,, fear,, sadness,,, negative,,encumbrance,1
fear, anger,,, fear,, sadness,,, negative,,enmity,1
fear, anger,,, fear,, sadness,,, negative,,executioner,1
fear, anger,,, fear,, sadness,,, negative,,exile,1
fear, anger,,, fear,, sadness,,, negative,,fatal,1
fear, anger,,, fear,, sadness,,, negative,,frightful,1
fear, anger,,, fear,, sadness,,, negative,,fury,1
fear, anger,,, fear,, sadness,,, negative,,gallows,1
fear, anger,,, fear,, sadness,,, negative,,grievous,1
fear, anger,,, fear,, sadness,,, negative,,halter,1
fear, anger,,, fear,, sadness,,, negative,,hurt,1
fear, anger,,, fear,, sadness,,, negative,,hurting,1
fear, anger,,, fear,, sadness,,, negative,,impotence,1
fear, anger,,, fear,, sadness,,, negative,,inequality,1
fear, anger,,, fear,, sadness,,, negative,,inflict,1
fear, anger,,, fear,, sadness,,, negative,,injure,1
fear, anger,,, fear,, sadness,,, negative,,injurious,1
fear, anger,,, fear,, sadness,,, negative,,injury,1
fear, anger,,, fear,, sadness,,, negative,,insecure,1
fear, anger,,, fear,, sadness,,, negative,,invader,1
fear, anger,,, fear,, sadness,,, negative,,irreconcilable,1
fear, anger,,, fear,, sadness,,, negative,,killing,1
fear, anger,,, fear,, sadness,,, negative,,leukemia,1
fear, anger,,, fear,, sadness,,, negative,,loss,1
fear, anger,,, fear,, sadness,,, negative,,militia,1
fear, anger,,, fear,, sadness,,, negative,,mortality,1
fear, anger,,, fear,, sadness,,, negative,,mournful,1
fear, anger,,, fear,, sadness,,, negative,,nether,1
fear, anger,,, fear,, sadness,,, negative,,obliterate,1
fear, anger,,, fear,, sadness,,, negative,,obstacle,1
fear, anger,,, fear,, sadness,,, negative,,oppressor,1
fear, anger,,, fear,, sadness,,, negative,,penalty,1
fear, anger,,, fear,, sadness,,, negative,,pernicious,1
fear, anger,,, fear,, sadness,,, negative,,pessimism,1
fear, anger,,, fear,, sadness,,, negative,,prison,1
fear, anger,,, fear,, sadness,,, negative,,prosecute,1
fear, anger,,, fear,, sadness,,, negative,,psychosis,1
fear, anger,,, fear,, sadness,,, negative,,punishing,1
fear, anger,,, fear,, sadness,,, negative,,punitive,1
fear, anger,,, fear,, sadness,,, negative,,rating,1
fear, anger,,, fear,, sadness,,, negative,,ravenous,1
fear, anger,,, fear,, sadness,,, negative,,reject,1
fear, anger,,, fear,, sadness,,, negative,,rejects,1
fear, anger,,, fear,, sadness,,, negative,,remove,1
fear, anger,,, fear,, sadness,,, negative,,reprisal,1
fear, anger,,, fear,, sadness,,, negative,,resisting,1
fear, anger,,, fear,, sadness,,, negative,,restriction,1
fear, anger,,, fear,, sadness,,, negative,,retribution,1
fear, anger,,, fear,, sadness,,, negative,,revolver,1
fear, anger,,, fear,, sadness,,, negative,,rheumatism,1
fear, anger,,, fear,, sadness,,, negative,,scarcity,1
fear, anger,,, fear,, sadness,,, negative,,scourge,1
fear, anger,,, fear,, sadness,,, negative,,scrapie,1
fear, anger,,, fear,, sadness,,, negative,,shortage,1
fear, anger,,, fear,, sadness,,, negative,,skid,1
fear, anger,,, fear,, sadness,,, negative,,slave,1
fear, anger,,, fear,, sadness,,, negative,,smite,1
fear, anger,,, fear,, sadness,,, negative,,spank,1
fear, anger,,, fear,, sadness,,, negative,,steal,1
fear, anger,,, fear,, sadness,,, negative,,stifled,1
fear, anger,,, fear,, sadness,,, negative,,struggle,1
fear, anger,,, fear,, sadness,,, negative,,suicide,1
fear, anger,,, fear,, sadness,,, negative,,suppress,1
fear, anger,,, fear,, sadness,,, negative,,taunt,1
fear, anger,,, fear,, sadness,,, negative,,terrorize,1
fear, anger,,, fear,, sadness,,, negative,,thresh,1
fear, anger,,, fear,, sadness,,, negative,,torment,1
fear, anger,,, fear,, sadness,,, negative,,traumatic,1
fear, anger,,, fear,, sadness,,, negative,,turmoil,1
fear, anger,,, fear,, sadness,,, negative,,upheaval,1
fear, anger,,, fear,, sadness,,, negative,,vendetta,1
fear, anger,,, fear,, sadness,,, negative,,victim,1
fear, anger,,, fear,, sadness,,, negative,,violence,1
fear, anger,,, fear,, sadness,,, negative,,warfare,1
fear, anger,,, fear,, sadness,,, negative,,witchcraft,1
fear, anger,,, fear,, sadness,,, negative,,wound,1
fear, anger,,, fear,, sadness,,, negative,,wrecked,1
fear, anger,,, fear,, sadness,,, negative,,wrongly,1
negative, anger,,, fear,, sadness,,, negative,,abandoned,1
negative, anger,,, fear,, sadness,,, negative,,accursed,1
negative, anger,,, fear,, sadness,,, negative,,adversity,1
negative, anger,,, fear,, sadness,,, negative,,agony,1
negative, anger,,, fear,, sadness,,, negative,,anguish,1
negative, anger,,, fear,, sadness,,, negative,,annihilated,1
negative, anger,,, fear,, sadness,,, negative,,annihilation,1
negative, anger,,, fear,, sadness,,, negative,,arraignment,1
negative, anger,,, fear,, sadness,,, negative,,assailant,1
negative, anger,,, fear,, sadness,,, negative,,assassin,1
negative, anger,,, fear,, sadness,,, negative,,assassination,1
negative, anger,,, fear,, sadness,,, negative,,banished,1
negative, anger,,, fear,, sadness,,, negative,,battled,1
negative, anger,,, fear,, sadness,,, negative,,beating,1
negative, anger,,, fear,, sadness,,, negative,,blockade,1
negative, anger,,, fear,, sadness,,, negative,,broken,1
negative, anger,,, fear,, sadness,,, negative,,brute,1
negative, anger,,, fear,, sadness,,, negative,,bugaboo,1
negative, anger,,, fear,, sadness,,, negative,,burial,1
negative, anger,,, fear,, sadness,,, negative,,casualty,1
negative, anger,,, fear,, sadness,,, negative,,chaos,1
negative, anger,,, fear,, sadness,,, negative,,communism,1
negative, anger,,, fear,, sadness,,, negative,,confine,1
negative, anger,,, fear,, sadness,,, negative,,confinement,1
negative, anger,,, fear,, sadness,,, negative,,conflict,1
negative, anger,,, fear,, sadness,,, negative,,constraint,1
negative, anger,,, fear,, sadness,,, negative,,crazy,1
negative, anger,,, fear,, sadness,,, negative,,cross,1
negative, anger,,, fear,, sadness,,, negative,,cursed,1
negative, anger,,, fear,, sadness,,, negative,,damnation,1
negative, anger,,, fear,, sadness,,, negative,,darkness,1
negative, anger,,, fear,, sadness,,, negative,,dashed,1
negative, anger,,, fear,, sadness,,, negative,,delusion,1
negative, anger,,, fear,, sadness,,, negative,,deportation,1
negative, anger,,, fear,, sadness,,, negative,,depressed,1
negative, anger,,, fear,, sadness,,, negative,,destroyed,1
negative, anger,,, fear,, sadness,,, negative,,destroying,1
negative, anger,,, fear,, sadness,,, negative,,devastate,1
negative, anger,,, fear,, sadness,,, negative,,difficulty,1
negative, anger,,, fear,, sadness,,, negative,,disastrous,1
negative, anger,,, fear,, sadness,,, negative,,dispossessed,1
negative, anger,,, fear,, sadness,,, negative,,domination,1
negative, anger,,, fear,, sadness,,, negative,,encumbrance,1
negative, anger,,, fear,, sadness,,, negative,,enmity,1
negative, anger,,, fear,, sadness,,, negative,,executioner,1
negative, anger,,, fear,, sadness,,, negative,,exile,1
negative, anger,,, fear,, sadness,,, negative,,fatal,1
negative, anger,,, fear,, sadness,,, negative,,frightful,1
negative, anger,,, fear,, sadness,,, negative,,fury,1
negative, anger,,, fear,, sadness,,, negative,,gallows,1
negative, anger,,, fear,, sadness,,, negative,,grievous,1
negative, anger,,, fear,, sadness,,, negative,,halter,1
negative, anger,,, fear,, sadness,,, negative,,hurt,1
negative, anger,,, fear,, sadness,,, negative,,hurting,1
negative, anger,,, fear,, sadness,,, negative,,impotence,1
negative, anger,,, fear,, sadness,,, negative,,inequality,1
negative, anger,,, fear,, sadness,,, negative,,inflict,1
negative, anger,,, fear,, sadness,,, negative,,injure,1
negative, anger,,, fear,, sadness,,, negative,,injurious,1
negative, anger,,, fear,, sadness,,, negative,,injury,1
negative, anger,,, fear,, sadness,,, negative,,insecure,1
negative, anger,,, fear,, sadness,,, negative,,invader,1
negative, anger,,, fear,, sadness,,, negative,,irreconcilable,1
negative, anger,,, fear,, sadness,,, negative,,killing,1
negative, anger,,, fear,, sadness,,, negative,,leukemia,1
negative, anger,,, fear,, sadness,,, negative,,loss,1
negative, anger,,, fear,, sadness,,, negative,,loss,1
negative, anger,,, fear,, sadness,,, negative,,militia,1
negative, anger,,, fear,, sadness,,, negative,,mortality,1
negative, anger,,, fear,, sadness,,, negative,,mournful,1
negative, anger,,, fear,, sadness,,, negative,,nether,1
negative, anger,,, fear,, sadness,,, negative,,obliterate,1
negative, anger,,, fear,, sadness,,, negative,,obstacle,1
negative, anger,,, fear,, sadness,,, negative,,oppressor,1
negative, anger,,, fear,, sadness,,, negative,,penalty,1
negative, anger,,, fear,, sadness,,, negative,,pernicious,1
negative, anger,,, fear,, sadness,,, negative,,pessimism,1
negative, anger,,, fear,, sadness,,, negative,,prison,1
negative, anger,,, fear,, sadness,,, negative,,prosecute,1
negative, anger,,, fear,, sadness,,, negative,,psychosis,1
negative, anger,,, fear,, sadness,,, negative,,punishing,1
negative, anger,,, fear,, sadness,,, negative,,punitive,1
negative, anger,,, fear,, sadness,,, negative,,rating,1
negative, anger,,, fear,, sadness,,, negative,,ravenous,1
negative, anger,,, fear,, sadness,,, negative,,reject,1
negative, anger,,, fear,, sadness,,, negative,,rejects,1
negative, anger,,, fear,, sadness,,, negative,,remove,1
negative, anger,,, fear,, sadness,,, negative,,reprisal,1
negative, anger,,, fear,, sadness,,, negative,,resisting,1
negative, anger,,, fear,, sadness,,, negative,,restriction,1
negative, anger,,, fear,, sadness,,, negative,,retribution,1
negative, anger,,, fear,, sadness,,, negative,,revolver,1
negative, anger,,, fear,, sadness,,, negative,,rheumatism,1
negative, anger,,, fear,, sadness,,, negative,,scarcity,1
negative, anger,,, fear,, sadness,,, negative,,scourge,1
negative, anger,,, fear,, sadness,,, negative,,scrapie,1
negative, anger,,, fear,, sadness,,, negative,,shortage,1
negative, anger,,, fear,, sadness,,, negative,,skid,1
negative, anger,,, fear,, sadness,,, negative,,slave,1
negative, anger,,, fear,, sadness,,, negative,,smite,1
negative, anger,,, fear,, sadness,,, negative,,spank,1
negative, anger,,, fear,, sadness,,, negative,,steal,1
negative, anger,,, fear,, sadness,,, negative,,stifled,1
negative, anger,,, fear,, sadness,,, negative,,struggle,1
negative, anger,,, fear,, sadness,,, negative,,suicide,1
negative, anger,,, fear,, sadness,,, negative,,suppress,1
negative, anger,,, fear,, sadness,,, negative,,taunt,1
negative, anger,,, fear,, sadness,,, negative,,terrorize,1
negative, anger,,, fear,, sadness,,, negative,,thresh,1
negative, anger,,, fear,, sadness,,, negative,,torment,1
negative, anger,,, fear,, sadness,,, negative,,traumatic,1
negative, anger,,, fear,, sadness,,, negative,,turmoil,1
negative, anger,,, fear,, sadness,,, negative,,upheaval,1
negative, anger,,, fear,, sadness,,, negative,,vendetta,1
negative, anger,,, fear,, sadness,,, negative,,victim,1
negative, anger,,, fear,, sadness,,, negative,,violence,1
negative, anger,,, fear,, sadness,,, negative,,warfare,1
negative, anger,,, fear,, sadness,,, negative,,witchcraft,1
negative, anger,,, fear,, sadness,,, negative,,wound,1
negative, anger,,, fear,, sadness,,, negative,,wrecked,1
negative, anger,,, fear,, sadness,,, negative,,wrongly,1
sadness, anger,,, fear,, sadness,,, negative,,abandoned,1
sadness, anger,,, fear,, sadness,,, negative,,accursed,1
sadness, anger,,, fear,, sadness,,, negative,,adversity,1
sadness, anger,,, fear,, sadness,,, negative,,agony,1
sadness, anger,,, fear,, sadness,,, negative,,anguish,1
sadness, anger,,, fear,, sadness,,, negative,,annihilated,1
sadness, anger,,, fear,, sadness,,, negative,,annihilation,1
sadness, anger,,, fear,, sadness,,, negative,,arraignment,1
sadness, anger,,, fear,, sadness,,, negative,,assailant,1
sadness, anger,,, fear,, sadness,,, negative,,assassin,1
sadness, anger,,, fear,, sadness,,, negative,,assassination,1
sadness, anger,,, fear,, sadness,,, negative,,banished,1
sadness, anger,,, fear,, sadness,,, negative,,battled,1
sadness, anger,,, fear,, sadness,,, negative,,beating,1
sadness, anger,,, fear,, sadness,,, negative,,blockade,1
sadness, anger,,, fear,, sadness,,, negative,,broken,1
sadness, anger,,, fear,, sadness,,, negative,,brute,1
sadness, anger,,, fear,, sadness,,, negative,,bugaboo,1
sadness, anger,,, fear,, sadness,,, negative,,burial,1
sadness, anger,,, fear,, sadness,,, negative,,casualty,1
sadness, anger,,, fear,, sadness,,, negative,,chaos,1
sadness, anger,,, fear,, sadness,,, negative,,communism,1
sadness, anger,,, fear,, sadness,,, negative,,confine,1
